bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36007500201004,360750201004,G36007500201013,360750201013,0.9999978114,0.9999945747,0.9999950797,0.9999955423,0.9999946342,0.9999962206,0.9999940189,1
G36007500201004,360750201004,G36007500201021,360750201021,0.0000021886,0.0000054253,0.0000049203,0.0000044577,0.0000053658,0.0000037794,0.0000059811,0
G36007500202001,360750202001,G36007500202011,360750202011,1,1,1,1,1,1,1,1
G36007500202002,360750202002,G36007500202011,360750202011,0.000009726,0,0,0,0,0,0,0
G36007500202002,360750202002,G36007500202021,360750202021,0.999990274,1,1,1,1,1,1,1
G36007500202003,360750202003,G36007500202012,360750202012,1,1,1,1,1,1,1,1
G36007500203011,360750203011,G36007500203011,360750203011,0.5575766152,0.5928118393,0.5711938664,0.6433691756,0.5391221374,0.5420875421,0.6593625498,0.4285714286
G36007500203011,360750203011,G36007500203012,360750203012,0.4419736878,0.4071881607,0.4288061336,0.3566308244,0.4608778626,0.4579124579,0.3406374502,0.5714285714
G36007500203011,360750203011,G36007500203031,360750203031,0.0002771533,0,0,0,0,0,0,0
G36007500203011,360750203011,G36007500203041,360750203041,0.0001725437,0,0,0,0,0,0,0
G36007500203021,360750203021,G36007500203012,360750203012,0.0031262666,0,0,0,0,0,0,0
G36007500203021,360750203021,G36007500203041,360750203041,0.9968737334,1,1,1,1,1,1,1
G36007500203022,360750203022,G36007500203031,360750203031,1,1,1,1,1,1,1,1
G36007500204001,360750204001,G36007500204001,360750204001,0.3650125564,0.6061792863,0.6034985423,0.5974643423,0.6168539326,0.5350089767,0.5602409639,0.7831858407
G36007500204001,360750204001,G36007500204002,360750204002,0.6349874436,0.3938207137,0.3965014577,0.4025356577,0.3831460674,0.4649910233,0.4397590361,0.2168141593
G36007500204002,360750204002,G36007500204003,360750204003,0.6078089124,0.7081752328,0.7058823529,0.7160493827,0.7103064067,0.7108433735,0.701754386,0.7432432432
G36007500204002,360750204002,G36007500204004,360750204004,0.3921910876,0.2918247672,0.2941176471,0.2839506173,0.2896935933,0.2891566265,0.298245614,0.2567567568
G36007500205001,360750205001,G36007500205031,360750205031,1,1,1,1,1,1,1,1
G36007500205002,360750205002,G36007500205021,360750205021,1,1,1,1,1,1,1,1
G36007500205003,360750205003,G36007500205011,360750205011,1,1,1,1,1,1,1,1
G36007500205004,360750205004,G36007500205012,360750205012,1,1,1,1,1,1,1,1
G36007500205005,360750205005,G36007500205022,360750205022,1,1,1,1,1,1,1,1
G36007500206001,360750206001,G36007500206002,360750206002,1,1,1,1,1,1,1,1
G36007500206002,360750206002,G36007500206002,360750206002,1,1,1,1,1,1,1,1
G36007500206003,360750206003,G36007500206001,360750206001,1,1,1,1,1,1,1,1
G36007500207011,360750207011,G36007500207041,360750207041,1,1,1,1,1,1,1,1
G36007500207012,360750207012,G36007500207042,360750207042,1,1,1,1,1,1,1,1
G36007500207013,360750207013,G36007500207051,360750207051,0.1916794771,0.3508322663,0.3352837917,0.3400309119,0.3257142857,0.3731193581,0.3342245989,0.2755905512
G36007500207013,360750207013,G36007500207052,360750207052,0.8083205229,0.6491677337,0.6647162083,0.6599690881,0.6742857143,0.6268806419,0.6657754011,0.7244094488
G36007500207021,360750207021,G36007500207061,360750207061,0.9990298921,1,1,1,1,1,1,1
G36007500207021,360750207021,G36007500207062,360750207062,0.0009701079,0,0,0,0,0,0,0
G36007500207022,360750207022,G36007500207062,360750207062,1,1,1,1,1,1,1,1
G36007500207023,360750207023,G36007500207071,360750207071,1,1,1,1,1,1,1,1
G36007500207031,360750207031,G36007500207032,360750207032,0.2931901353,0.384079237,0.389468455,0.3669354839,0.4124872057,0.4145873321,0.4002293578,0.5142857143
G36007500207031,360750207031,G36007500207033,360750207033,0.6845872125,0.6122523844,0.607054148,0.6290322581,0.5844421699,0.5825335893,0.5963302752,0.4857142857
G36007500207031,360750207031,G36007500207062,360750207062,0.0222226522,0.0036683786,0.0034773969,0.0040322581,0.0030706244,0.0028790787,0.003440367,0
G36007500207032,360750207032,G36007500207031,360750207031,0.4278663515,0.3768864178,0.3728093468,0.3676056338,0.3620689655,0.3614213198,0.377267231,0.2376237624
G36007500207032,360750207032,G36007500207034,360750207034,0.5688461238,0.6004765687,0.6048858205,0.6112676056,0.6077586207,0.607106599,0.6082224909,0.603960396
G36007500207032,360750207032,G36007500207062,360750207062,0.0032875247,0.0226370135,0.0223048327,0.0211267606,0.0301724138,0.0314720812,0.0145102781,0.1584158416
G36007500208001,360750208001,G36007500208001,360750208001,0.9999937255,1,1,1,1,1,1,1
G36007500208001,360750208001,G36007500208002,360750208002,0.0000062745,0,0,0,0,0,0,0
G36007500208002,360750208002,G36007500208002,360750208002,1,1,1,1,1,1,1,1
G36007500209011,360750209011,G36007500209011,360750209011,1,1,1,1,1,1,1,1
G36007500209012,360750209012,G36007500209011,360750209011,0.0372525047,0.0200286123,0.0237388724,0.0175953079,0.0243506494,0.0307917889,0.0041152263,0.0375335121
G36007500209012,360750209012,G36007500209012,360750209012,0.9627474953,0.9799713877,0.9762611276,0.9824046921,0.9756493506,0.9692082111,0.9958847737,0.9624664879
G36007500209021,360750209021,G36007500209031,360750209031,0.7169639742,0.765625,0.7574421169,0.7405063291,0.7627118644,0.756916996,0.7644341801,0.7435897436
G36007500209021,360750209021,G36007500209032,360750209032,0.2829702633,0.234375,0.2425578831,0.2594936709,0.2372881356,0.243083004,0.2355658199,0.2564102564
G36007500209021,360750209021,G36007500209033,360750209033,0.0000657625,0,0,0,0,0,0,0
G36007500209022,360750209022,G36007500209051,360750209051,1,1,1,1,1,1,1,1
G36007500209023,360750209023,G36007500209031,360750209031,0.0000240092,0,0,0,0,0,0,0
G36007500209023,360750209023,G36007500209032,360750209032,0.0003505144,0,0,0,0,0,0,0
G36007500209023,360750209023,G36007500209041,360750209041,0.3566748005,0.5195132186,0.5091922006,0.5082706767,0.5104166667,0.5149253731,0.5045992116,0.5533980583
G36007500209023,360750209023,G36007500209042,360750209042,0.6429506759,0.4804867814,0.4908077994,0.4917293233,0.4895833333,0.4850746269,0.4954007884,0.4466019417
G36007500209024,360750209024,G36007500209032,360750209032,0.4442166318,0.4817115252,0.4691901408,0.4812206573,0.4702702703,0.4781199352,0.5144628099,0.1690140845
G36007500209024,360750209024,G36007500209033,360750209033,0.5557833682,0.5182884748,0.5308098592,0.5187793427,0.5297297297,0.5218800648,0.4855371901,0.8309859155
G36007500210001,360750210001,G36007500210011,360750210011,0.7142023771,0.5116367799,0.4955839058,0.5366568915,0.5050607287,0.507082153,0.550617284,0.297752809
G36007500210001,360750210001,G36007500210012,360750210012,0.2857976229,0.4883632201,0.5044160942,0.4633431085,0.4949392713,0.492917847,0.449382716,0.702247191
G36007500210002,360750210002,G36007500210021,360750210021,1,1,1,1,1,1,1,1
G36007500210003,360750210003,G36007500210031,360750210031,0.999875465,0.9999935496,0.9999917116,1,0.9999864173,0.9999870722,1,0.999837722
G36007500210003,360750210003,G36007500211022,360750211022,0.000124535,0.0000064504,0.0000082884,0,0.0000135827,0.0000129278,0,0.000162278
G36007500211011,360750211011,G36007500211011,360750211011,1,1,1,1,1,1,1,1
G36007500211012,360750211012,G36007500211012,360750211012,1,1,1,1,1,1,1,1
G36007500211013,360750211013,G36007500211013,360750211013,1,1,1,1,1,1,1,1
G36007500211014,360750211014,G36007500211014,360750211014,1,1,1,1,1,1,1,1
G36007500211021,360750211021,G36007500211021,360750211021,0.4963498459,0.7527996682,0.7449741528,0.7430555556,0.7389937107,0.7417530631,0.7013333333,0.7633851468
G36007500211021,360750211021,G36007500211022,360750211022,0.5036501541,0.2472003318,0.2550258472,0.2569444444,0.2610062893,0.2582469369,0.2986666667,0.2366148532
G36007500211031,360750211031,G36007500211031,360750211031,1,1,1,1,1,1,1,1
G36007500211032,360750211032,G36007500211032,360750211032,1,1,1,1,1,1,1,1
G36007500211041,360750211041,G36007500211041,360750211041,1,1,1,1,1,1,1,1
G36007500211042,360750211042,G36007500211041,360750211041,0.0108458798,0.0397727273,0.0382978723,0.0347826087,0.0331632653,0.0338983051,0.0528846154,0.0108695652
G36007500211042,360750211042,G36007500211042,360750211042,0.9891541202,0.9602272727,0.9617021277,0.9652173913,0.9668367347,0.9661016949,0.9471153846,0.9891304348
G36007500211043,360750211043,G36007500211043,360750211043,1,1,1,1,1,1,1,1
G36007500212001,360750212001,G36007500212011,360750212011,1,1,1,1,1,1,1,1
G36007500212002,360750212002,G36007500212031,360750212031,1,1,1,1,1,1,1,1
G36007500212003,360750212003,G36007500212032,360750212032,1,1,1,1,1,1,1,1
G36007500212004,360750212004,G36007500212021,360750212021,0.5961146941,0.5876795163,0.5730788548,0.5702479339,0.5757874016,0.5773480663,0.5278154681,0.7025089606
G36007500212004,360750212004,G36007500212022,360750212022,0.4038853059,0.4123204837,0.4269211452,0.4297520661,0.4242125984,0.4226519337,0.4721845319,0.2974910394
G36007500213001,360750213001,G36007500213001,360750213001,1,1,1,1,1,1,1,1
G36007500213002,360750213002,G36007500213002,360750213002,1,1,1,1,1,1,1,1
G36007500213003,360750213003,G36007500213003,360750213003,1,1,1,1,1,1,1,1
G36007500214011,360750214011,G36007500214013,360750214013,0.6300753631,0.1286647362,0.1130767016,0.747022505,0.7047554886,0.6706410682,0.7362190933,0.6210138945
G36007500214011,360750214011,G36007500214014,360750214014,0.3699246369,0.8713352638,0.8869232984,0.252977495,0.2952445114,0.3293589318,0.2637809067,0.3789861055
G36007500214012,360750214012,G36007500214011,360750214011,1,1,1,1,1,1,1,1
G36007500214013,360750214013,G36007500214012,360750214012,0.9998323165,1,1,1,1,1,1,1
G36007500214013,360750214013,G36007500214013,360750214013,0.0001676835,0,0,0,0,0,0,0
G36007500214021,360750214021,G36007500214021,360750214021,1,1,1,1,1,1,1,1
G36007500215011,360750215011,G36007500215011,360750215011,1,1,1,1,1,1,1,1
G36007500215012,360750215012,G36007500215012,360750215012,1,1,1,1,1,1,1,1
G36007500215021,360750215021,G36007500215041,360750215041,1,1,1,1,1,1,1,1
G36007500215022,360750215022,G36007500215041,360750215041,0.0000794588,0.0010755973,0.0013878976,0.0019081407,0.0013634185,0.0012515284,0.001657088,0.0000554436
G36007500215022,360750215022,G36007500215042,360750215042,0.9999205412,0.9989244027,0.9986121024,0.9980918593,0.9986365815,0.9987484716,0.998342912,0.9999445564
G36007500215023,360750215023,G36007500215051,360750215051,1,1,1,1,1,1,1,1
G36007500215024,360750215024,G36007500215031,360750215031,0.5693361754,0.4956794973,0.4834605598,0.4986111111,0.4867075665,0.4990601504,0.4893617021,0.4696969697
G36007500215024,360750215024,G36007500215032,360750215032,0.4306463002,0.5031421838,0.5150127226,0.5,0.5122699387,0.5,0.5094562648,0.5303030303
G36007500215024,360750215024,G36007500215051,360750215051,0.0000175244,0.0011783189,0.0015267176,0.0013888889,0.0010224949,0.0009398496,0.0011820331,0
G36007500216011,360750216011,G36007500216011,360750216011,0.9938561733,1,1,1,1,1,1,1
G36007500216011,360750216011,G36007500216042,360750216042,0.0035303292,0,0,0,0,0,0,0
G36007500216011,360750216011,G36007500216053,360750216053,0.0026134974,0,0,0,0,0,0,0
G36007500216012,360750216012,G36007500216012,360750216012,1,1,1,1,1,1,1,1
G36007500216013,360750216013,G36007500216013,360750216013,1,1,1,1,1,1,1,1
G36007500216021,360750216021,G36007500216021,360750216021,1,1,1,1,1,1,1,1
G36007500216022,360750216022,G36007500216021,360750216021,0.0003175045,0,0,0,0,0,0,0
G36007500216022,360750216022,G36007500216022,360750216022,0.9996824955,1,1,1,1,1,1,1
G36007500216031,360750216031,G36007500216031,360750216031,1,1,1,1,1,1,1,1
G36007500216032,360750216032,G36007500216032,360750216032,1,1,1,1,1,1,1,1
G36007500216033,360750216033,G36007500216033,360750216033,0.9999334734,1,1,1,1,1,1,1
G36007500216033,360750216033,G36007500216043,360750216043,0.0000665266,0,0,0,0,0,0,0
G36007500216041,360750216041,G36007500216041,360750216041,1,1,1,1,1,1,1,1
G36007500216042,360750216042,G36007500216042,360750216042,1,1,1,1,1,1,1,1
G36007500216042,360750216042,G36007500216053,360750216053,0,0,0,0,0,0,0,0
G36007500216043,360750216043,G36007500216043,360750216043,1,1,1,1,1,1,1,1
G36007500216051,360750216051,G36007500216051,360750216051,1,1,1,1,1,1,1,1
G36007500216052,360750216052,G36007500216052,360750216052,0.8328158111,0.8109289617,0.8163558106,0.8445378151,0.8111702128,0.8102189781,0.8495934959,0.7384615385
G36007500216052,360750216052,G36007500216054,360750216054,0.1671841889,0.1890710383,0.1836441894,0.1554621849,0.1888297872,0.1897810219,0.1504065041,0.2615384615
G36007500216053,360750216053,G36007500216042,360750216042,0.0003606921,0,0,0,0,0,0,0
G36007500216053,360750216053,G36007500216053,360750216053,0.9996393079,1,1,1,1,1,1,1
G36007500216054,360750216054,G36007500216052,360750216052,0.0029508661,0,0,0,0,0,0,0
G36007500216054,360750216054,G36007500216054,360750216054,0.9970491339,1,1,1,1,1,1,1
G36007509900000,360759900000,G36007509900000,360759900000,1,1,1,1,1,1,1,1
G36007705901001,360775901001,G36007705901011,360775901011,0.9998623174,0.9968119022,0.9974259974,0.9962825279,0.9976525822,0.9984962406,0.9968553459,1
G36007705901001,360775901001,G36007705901012,360775901012,0.0001376826,0.0031880978,0.0025740026,0.0037174721,0.0023474178,0.0015037594,0.0031446541,0
G36007705901002,360775901002,G36007705901021,360775901021,1,1,1,1,1,1,1,1
G36007705901003,360775901003,G36007705901012,360775901012,0.4807216912,0.431097561,0.4086956522,0.4288840263,0.380733945,0.3337250294,0.4085603113,0.2785714286
G36007705901003,360775901003,G36007705901013,360775901013,0.5192783088,0.568902439,0.5913043478,0.5711159737,0.619266055,0.6662749706,0.5914396887,0.7214285714
G36007705901004,360775901004,G36007705901022,360775901022,1,1,1,1,1,1,1,1
G36007705902011,360775902011,G36007705902011,360775902011,0.9997900511,1,1,1,1,0.9999869042,1,1
G36007705902011,360775902011,G36007705905002,360775905002,0.0002099489,0,0,0,0,0.0000130958,0,0
G36007705902012,360775902012,G36007705902012,360775902012,1,1,1,1,1,1,1,1
G36007705902021,360775902021,G36007705902021,360775902021,1,1,1,1,1,1,1,1
G36007705902022,360775902022,G36007705902022,360775902022,1,1,1,1,1,1,1,1
G36007705902023,360775902023,G36007705902024,360775902024,1,1,1,1,1,1,1,1
G36007705902024,360775902024,G36007705902023,360775902023,1,1,1,1,1,1,1,1
G36007705903001,360775903001,G36007705903011,360775903011,0.9998601799,0.9996783069,0.9995842866,1,0.9992050392,0.999538969,0.9990503313,1
G36007705903001,360775903001,G36007705903013,360775903013,0.0001398201,0.0003216931,0.0004157134,0,0.0007949608,0.000461031,0.0009496687,0
G36007705903002,360775903002,G36007705903011,360775903011,0.0021843649,0,0,0,0,0,0,0
G36007705903002,360775903002,G36007705903012,360775903012,0.6739597363,0.5035663338,0.5185520362,0.4986449864,0.5255023184,0.5200534759,0.5536585366,0.4767932489
G36007705903002,360775903002,G36007705903013,360775903013,0.3238558988,0.4964336662,0.4814479638,0.5013550136,0.4744976816,0.4799465241,0.4463414634,0.5232067511
G36007705903003,360775903003,G36007705903021,360775903021,1,1,1,1,1,1,1,1
G36007705903004,360775903004,G36007705903022,360775903022,1,1,1,1,1,1,1,1
G36007705904001,360775904001,G36007705904021,360775904021,1,1,1,1,1,1,1,1
G36007705904002,360775904002,G36007705904011,360775904011,1,1,1,1,1,1,1,1
G36007705904003,360775904003,G36007705904012,360775904012,1,1,1,1,1,1,1,1
G36007705904004,360775904004,G36007705904012,360775904012,0.0000395797,0.0000072374,0.0000092137,0.000013077,0.0000092222,0.0000142044,0.0000107226,0
G36007705904004,360775904004,G36007705904022,360775904022,0.9997568707,0.9999080607,0.9998829552,0.999986923,0.9999044324,0.9998860518,0.9998888845,1
G36007705904004,360775904004,G36007705904023,360775904023,0.0002035497,0.0000847019,0.0001078311,0,0.0000863454,0.0000997438,0.0001003929,0
G36007705904005,360775904005,G36007705904023,360775904023,1,1,1,1,1,1,1,1
G36007705905001,360775905001,G36007705905001,360775905001,1,1,1,1,1,1,1,1
G36007705905002,360775905002,G36007705905002,360775905002,1,1,1,1,1,1,1,1
G36007705905003,360775905003,G36007705905003,360775905003,1,1,1,1,1,1,1,1
G36007705906001,360775906001,G36007705906001,360775906001,1,1,1,1,1,1,1,1
G36007705906002,360775906002,G36007705906002,360775906002,1,1,1,1,1,1,1,1
G36007705907001,360775907001,G36007705907021,360775907021,1,1,1,1,1,1,1,1
G36007705907002,360775907002,G36007705907022,360775907022,1,1,1,1,1,1,1,1
G36007705907003,360775907003,G36007705907011,360775907011,1,1,1,1,1,1,1,1
G36007705907004,360775907004,G36007705907012,360775907012,1,1,1,1,1,1,1,1
G36007705907005,360775907005,G36007705907023,360775907023,1,1,1,1,1,1,1,1
G36007705908001,360775908001,G36007705908001,360775908001,1,1,1,1,1,1,1,1
G36007705908002,360775908002,G36007705908002,360775908002,1,1,1,1,1,1,1,1
G36007705908003,360775908003,G36007705908005,360775908005,1,1,1,1,1,1,1,1
G36007705908004,360775908004,G36007705908003,360775908003,1,1,1,1,1,1,1,1
G36007705908005,360775908005,G36007705908004,360775908004,1,1,1,1,1,1,1,1
G36007705909001,360775909001,G36007705909001,360775909001,1,1,1,1,1,1,1,1
G36007705909002,360775909002,G36007705909002,360775909002,1,1,1,1,1,1,1,1
G36007705909003,360775909003,G36007705909003,360775909003,1,1,1,1,1,1,1,1
G36007705910001,360775910001,G36007705910001,360775910001,1,1,1,1,1,1,1,1
G36007705910002,360775910002,G36007705910002,360775910002,0.5952676602,0.542937588,0.5432770822,0.5396341463,0.5390455531,0.5449041372,0.5935672515,0.5068965517
G36007705910002,360775910002,G36007705910003,360775910003,0.4047323398,0.457062412,0.4567229178,0.4603658537,0.4609544469,0.4550958628,0.4064327485,0.4931034483
G36007705911001,360775911001,G36007705911001,360775911001,1,1,1,1,1,1,1,1
G36007705911002,360775911002,G36007705911002,360775911002,1,1,1,1,1,1,1,1
G36007705912001,360775912001,G36007705917001,360775917001,0.0986047158,0.2216326531,0.2289103691,0.1464435146,0.1326530612,0.133640553,0.1654929577,0.0462962963
G36007705912001,360775912001,G36007705917002,360775917002,0.9013952842,0.7783673469,0.7710896309,0.8535564854,0.8673469388,0.866359447,0.8345070423,0.9537037037
G36007705913001,360775913001,G36007705910001,360775910001,0.0699064379,0.0071570577,0.0063846768,0.8,0.5,0.5,0.5555555556,0.4285714286
